Step,CartPole_Preference_Improved100_500_4,CartPole_Preference_Improved100_500_3,CartPole_Preference_Improved100_500_2,CartPole_Preference_Improved100_500_1,CartPole_Preference_Improved100_500_0,CartPole_Preference_Improved100_300_4,CartPole_Preference_Improved100_300_3,CartPole_Preference_Improved100_300_2,CartPole_Preference_Improved100_300_1,CartPole_Preference_Improved100_300_0,CartPole_Preference_Improved100_200_4,CartPole_Preference_Improved100_200_3,CartPole_Preference_Improved100_200_2,CartPole_Preference_Improved100_200_1,CartPole_Preference_Improved100_200_0,CartPole_Preference_Improved100_100_4,CartPole_Preference_Improved100_100_3,CartPole_Preference_Improved100_100_2,CartPole_Preference_Improved100_100_1,CartPole_Preference_Improved100_100_0,CartPole_Preference_Improved100_50_4,CartPole_Preference_Improved100_50_3,CartPole_Preference_Improved100_50_2,CartPole_Preference_Improved100_50_1,CartPole_Preference_Improved100_50_0,CartPole_Preference_Improved100_25_4,CartPole_Preference_Improved100_25_3,CartPole_Preference_Improved100_25_2,CartPole_Preference_Improved100_25_1,CartPole_Preference_Improved100_25_0,CartPole_Preference_Improved100_10_4,CartPole_Preference_Improved100_10_3,CartPole_Preference_Improved100_10_2,CartPole_Preference_Improved100_10_1,CartPole_Preference_Improved100_10_0,CartPole_MSE_500_4,CartPole_MSE_500_3,CartPole_MSE_500_2,CartPole_MSE_500_1,CartPole_MSE_500_0,CartPole_MSE_300_4,CartPole_MSE_300_3,CartPole_MSE_300_2,CartPole_MSE_300_1,CartPole_MSE_300_0,CartPole_MSE_200_4,CartPole_MSE_200_3,CartPole_MSE_200_2,CartPole_MSE_200_1,CartPole_MSE_200_0,CartPole_MSE_100_4,CartPole_MSE_100_3,CartPole_MSE_100_2,CartPole_MSE_100_1,CartPole_MSE_100_0,CartPole_MSE_50_4,CartPole_MSE_50_3,CartPole_MSE_50_2,CartPole_MSE_50_1,CartPole_MSE_50_0,CartPole_MSE_25_4,CartPole_MSE_25_3,CartPole_MSE_25_2,CartPole_MSE_25_1,CartPole_MSE_25_0,CartPole_MSE_10_4,CartPole_MSE_10_3,CartPole_MSE_10_2,CartPole_MSE_10_1,CartPole_MSE_10_0,CartPole_Comparison_500_4,CartPole_Comparison_500_3,CartPole_Comparison_500_2,CartPole_Comparison_500_1,CartPole_Comparison_500_0,CartPole_Comparison_300_4,CartPole_Comparison_300_3,CartPole_Comparison_300_2,CartPole_Comparison_300_1,CartPole_Comparison_300_0,CartPole_Comparison_200_4,CartPole_Comparison_200_3,CartPole_Comparison_200_2,CartPole_Comparison_200_1,CartPole_Comparison_200_0,CartPole_Comparison_100_4,CartPole_Comparison_100_3,CartPole_Comparison_100_2,CartPole_Comparison_100_1,CartPole_Comparison_100_0,CartPole_Comparison_50_4,CartPole_Comparison_50_3,CartPole_Comparison_50_2,CartPole_Comparison_50_1,CartPole_Comparison_50_0,CartPole_Comparison_25_4,CartPole_Comparison_25_3,CartPole_Comparison_25_2,CartPole_Comparison_25_1,CartPole_Comparison_25_0,CartPole_Comparison_10_4,CartPole_Comparison_10_3,CartPole_Comparison_10_2,CartPole_Comparison_10_1,CartPole_Comparison_10_0
117,500.0,155.66000366210938,500.0,500.0,500.0,500.0,500.0,500.0,500.0,136.6699981689453,125.55999755859376,9.130000114440918,32.08000183105469,127.52999877929688,500.0,10.329999923706056,41.849998474121094,52.959999084472656,500.0,180.10000610351562,48.119998931884766,8.220000267028809,30.61000061035156,9.84000015258789,72.2300033569336,8.369999885559082,8.420000076293945,26.049999237060547,10.140000343322754,8.550000190734863,14.510000228881836,8.4399995803833,9.399999618530272,15.920000076293944,467.8900146484375,500.0,500.0,407.0700073242187,500.0,500.0,498.739990234375,500.0,500.0,500.0,500.0,479.1700134277344,408.6400146484375,482.6700134277344,9.720000267028809,443.4800109863281,26.969999313354492,478.1099853515625,19.030000686645508,500.0,437.25,8.460000038146973,500.0,329.8800048828125,8.420000076293945,8.550000190734863,8.390000343322754,351.4800109863281,8.449999809265137,73.13999938964844,68.19000244140625,13.380000114440918,28.780000686645508,8.430000305175781,8.460000038146973,15.449999809265137,10.210000038146973,475.510009765625,134.6999969482422,500.0,500.0,44.45000076293945,13.68000030517578,430.8399963378906,387.0499877929687,145.9499969482422,65.19999694824219,8.420000076293945,14.59000015258789,13.65999984741211,144.5500030517578,29.86000061035156,35.779998779296875,39.59000015258789,12.899999618530272,77.55999755859375,493.2900085449219,12.859999656677246,9.4399995803833,9.84000015258789,14.210000038146973,157.22999572753906,8.739999771118164,26.049999237060547,10.140000343322754,8.579999923706055,14.510000228881836,34.31999969482422,8.449999809265137,15.920000076293944,423.1600036621094
118,500.0,157.7899932861328,500.0,500.0,500.0,500.0,500.0,500.0,500.0,136.42999267578125,125.68000030517578,9.140000343322754,32.09000015258789,127.83000183105467,500.0,10.350000381469728,41.84000015258789,53.59000015258789,500.0,188.0099945068359,48.91999816894531,8.229999542236328,31.90999984741211,9.800000190734863,72.54000091552734,8.34000015258789,8.420000076293945,25.600000381469727,10.18000030517578,8.5600004196167,14.479999542236328,8.4399995803833,9.390000343322754,15.869999885559082,470.4800109863281,500.0,500.0,415.989990234375,500.0,500.0,498.739990234375,500.0,500.0,500.0,500.0,479.1700134277344,408.8900146484375,487.1300048828125,9.760000228881836,447.44000244140625,27.75,479.1799926757813,19.190000534057617,500.0,436.6300048828125,8.430000305175781,500.0,331.4599914550781,8.40999984741211,8.5600004196167,8.40999984741211,357.2099914550781,8.430000305175781,73.16000366210938,68.08000183105469,13.369999885559082,28.260000228881836,8.420000076293945,8.4399995803833,15.479999542236328,10.15999984741211,477.1000061035156,131.13999938964844,500.0,500.0,45.04999923706055,13.6899995803833,433.4299926757813,395.94000244140625,153.6699981689453,64.80999755859375,8.420000076293945,14.649999618530272,13.609999656677246,145.61000061035156,29.350000381469727,36.09000015258789,39.52000045776367,13.039999961853027,77.11000061035156,493.2900085449219,13.18000030517578,9.390000343322754,9.800000190734863,14.149999618530272,157.77999877929688,8.739999771118164,25.600000381469727,10.18000030517578,8.59000015258789,14.479999542236328,34.34000015258789,8.4399995803833,15.869999885559082,424.1300048828125
119,500.0,159.32000732421875,499.3999938964844,500.0,500.0,500.0,500.0,500.0,500.0,136.3000030517578,125.76000213623048,9.1899995803833,32.11000061035156,128.13999938964844,500.0,10.380000114440918,41.5,53.86000061035156,500.0,195.58999633789065,48.81999969482422,8.239999771118164,33.119998931884766,9.81999969482422,73.26000213623047,8.34000015258789,8.399999618530273,24.989999771118164,10.15999984741211,8.5600004196167,14.489999771118164,8.420000076293945,9.390000343322754,15.829999923706056,475.010009765625,500.0,500.0,421.7099914550781,500.0,500.0,498.739990234375,500.0,500.0,500.0,500.0,479.1700134277344,408.9299926757813,494.8900146484375,9.789999961853027,445.8200073242187,28.1299991607666,481.9299926757813,19.350000381469727,500.0,441.3299865722656,8.430000305175781,500.0,334.55999755859375,8.399999618530273,8.5600004196167,8.430000305175781,364.0799865722656,8.430000305175781,72.86000061035156,68.73999786376953,13.380000114440918,28.950000762939453,8.420000076293945,8.399999618530273,15.5600004196167,10.140000343322754,480.0400085449219,128.50999450683594,500.0,500.0,44.9900016784668,13.729999542236328,432.6099853515625,406.6700134277344,156.2899932861328,64.23999786376953,8.399999618530273,14.65999984741211,13.59000015258789,146.5399932861328,29.1299991607666,35.91999816894531,39.56999969482422,13.100000381469728,76.41999816894531,492.1300048828125,13.300000190734863,9.25,9.81999969482422,14.18000030517578,157.72000122070312,8.760000228881836,24.989999771118164,10.15999984741211,8.59000015258789,14.489999771118164,34.33000183105469,8.4399995803833,15.829999923706056,425.8299865722656
120,500.0,159.9499969482422,497.6300048828125,500.0,500.0,500.0,500.0,500.0,500.0,136.16000366210938,125.70999908447266,9.18000030517578,32.15999984741211,128.41000366210938,500.0,10.369999885559082,40.5,53.43000030517578,500.0,200.1300048828125,48.540000915527344,8.239999771118164,33.79999923706055,9.8100004196167,72.9800033569336,8.359999656677246,8.40999984741211,24.3700008392334,10.130000114440918,8.569999694824219,14.56999969482422,8.420000076293945,9.350000381469728,15.800000190734863,478.9800109863281,500.0,500.0,431.55999755859375,500.0,500.0,498.739990234375,500.0,500.0,500.0,500.0,479.1700134277344,408.760009765625,495.4299926757813,9.779999732971191,443.5199890136719,28.68000030517578,485.1199951171875,19.59000015258789,500.0,444.2099914550781,8.449999809265137,500.0,338.45001220703125,8.390000343322754,8.569999694824219,8.420000076293945,372.7200012207031,8.390000343322754,72.58000183105469,69.12999725341797,13.34000015258789,29.81999969482422,8.380000114440918,8.390000343322754,15.609999656677246,10.140000343322754,484.1799926757813,125.88999938964844,500.0,500.0,44.779998779296875,13.829999923706056,434.5700073242187,414.2900085449219,160.17999267578125,64.0199966430664,8.40999984741211,14.649999618530272,13.5600004196167,147.72000122070312,29.06999969482422,35.630001068115234,39.599998474121094,13.18000030517578,76.2699966430664,492.1300048828125,13.399999618530272,9.15999984741211,9.8100004196167,14.170000076293944,157.22000122070312,8.779999732971191,24.3700008392334,10.130000114440918,8.569999694824219,14.56999969482422,34.20000076293945,8.399999618530273,15.800000190734863,428.6700134277344
121,500.0,161.1199951171875,497.6300048828125,500.0,500.0,500.0,500.0,500.0,500.0,136.0,125.83000183105467,9.09000015258789,32.15999984741211,128.67999267578125,500.0,10.390000343322754,39.70000076293945,54.40999984741211,500.0,199.44000244140625,48.02000045776367,8.220000267028809,34.4900016784668,9.84000015258789,72.30999755859375,8.3100004196167,8.430000305175781,23.850000381469727,10.34000015258789,8.609999656677246,14.529999732971191,8.4399995803833,9.789999961853027,15.75,481.6499938964844,500.0,500.0,436.5499877929687,500.0,500.0,498.739990234375,500.0,500.0,500.0,500.0,479.1700134277344,409.8599853515625,495.3299865722656,9.8100004196167,441.3399963378906,29.059999465942383,488.7799987792969,19.709999084472656,500.0,445.4200134277344,8.420000076293945,500.0,340.1700134277344,8.390000343322754,8.59000015258789,8.4399995803833,385.44000244140625,8.359999656677246,72.5,69.27999877929688,13.220000267028809,30.020000457763672,8.350000381469727,8.390000343322754,15.65999984741211,10.079999923706056,486.8399963378906,123.23999786376952,500.0,500.0,45.380001068115234,13.890000343322754,438.739990234375,427.1000061035156,165.3300018310547,64.62999725341797,8.430000305175781,14.720000267028809,13.529999732971191,149.3000030517578,29.540000915527344,35.380001068115234,39.689998626708984,13.199999809265137,78.08000183105469,489.6000061035156,13.279999732971191,8.779999732971191,9.84000015258789,14.270000457763672,157.25999450683594,8.829999923706055,23.850000381469727,10.34000015258789,8.609999656677246,14.529999732971191,33.970001220703125,8.369999885559082,15.75,431.5700073242187
122,500.0,162.27999877929688,497.6300048828125,500.0,500.0,500.0,500.0,500.0,500.0,135.75999450683594,125.94000244140624,9.010000228881836,32.33000183105469,128.89999389648438,500.0,10.390000343322754,39.25,54.33000183105469,500.0,201.3300018310547,47.880001068115234,8.210000038146973,34.560001373291016,9.84000015258789,72.86000061035156,8.300000190734863,8.430000305175781,23.299999237060547,10.4399995803833,8.609999656677246,14.529999732971191,8.460000038146973,10.5,15.75,482.4299926757813,500.0,500.0,443.2999877929687,500.0,500.0,498.739990234375,500.0,500.0,500.0,500.0,479.1700134277344,410.6400146484375,494.5700073242187,9.81999969482422,437.7999877929687,29.829999923706055,489.3900146484375,19.799999237060547,500.0,447.4100036621094,8.430000305175781,500.0,341.6199951171875,8.399999618530273,8.59000015258789,8.4399995803833,397.30999755859375,8.359999656677246,72.29000091552734,69.37000274658203,13.130000114440918,30.469999313354492,8.350000381469727,8.399999618530273,15.720000267028809,10.0600004196167,489.6799926757813,120.91000366210938,500.0,500.0,46.150001525878906,13.979999542236328,437.8900146484375,439.8500061035156,175.3699951171875,64.2699966430664,8.430000305175781,14.670000076293944,13.460000038146973,150.63999938964844,30.209999084472656,36.27000045776367,39.66999816894531,13.149999618530272,77.66000366210938,488.0199890136719,13.279999732971191,8.670000076293945,9.84000015258789,14.289999961853027,157.36000061035156,8.890000343322754,23.299999237060547,10.4399995803833,8.609999656677246,14.529999732971191,34.04999923706055,8.369999885559082,15.75,431.80999755859375
123,500.0,163.9199981689453,497.6300048828125,500.0,500.0,500.0,500.0,500.0,500.0,135.4600067138672,125.87999725341795,8.930000305175781,32.29999923706055,129.1199951171875,500.0,10.399999618530272,38.7599983215332,54.220001220703125,500.0,202.3699951171875,48.45000076293945,8.210000038146973,34.5,9.829999923706056,73.41000366210938,8.289999961853027,8.4399995803833,22.84000015258789,10.449999809265137,8.619999885559082,14.5,8.470000267028809,11.09000015258789,15.729999542236328,484.0,500.0,500.0,452.4100036621094,500.0,500.0,498.739990234375,500.0,500.0,500.0,500.0,479.1700134277344,410.8399963378906,494.5700073242187,9.81999969482422,435.0,30.229999542236328,489.3900146484375,19.8700008392334,500.0,450.989990234375,8.460000038146973,500.0,348.8399963378906,8.380000114440918,8.600000381469727,8.4399995803833,405.0899963378906,8.350000381469727,72.79000091552734,69.9800033569336,13.0,30.209999084472656,8.34000015258789,8.380000114440918,15.8100004196167,10.109999656677246,490.5899963378906,119.63999938964844,500.0,500.0,46.15999984741211,14.010000228881836,434.5400085449219,444.4700012207031,184.25,66.01000213623047,8.4399995803833,14.779999732971191,13.479999542236328,151.60000610351562,30.56999969482422,36.68000030517578,39.72999954223633,13.15999984741211,76.54000091552734,484.4500122070313,13.3100004196167,8.59000015258789,9.829999923706056,14.3100004196167,157.86000061035156,8.979999542236328,22.84000015258789,10.449999809265137,8.619999885559082,14.5,34.0,8.359999656677246,15.729999542236328,431.0799865722656
124,500.0,164.7899932861328,497.6300048828125,500.0,500.0,500.0,500.0,500.0,500.0,135.08999633789062,125.5500030517578,8.920000076293945,32.22999954223633,129.17999267578125,500.0,10.369999885559082,38.29999923706055,55.25,500.0,204.1199951171875,49.040000915527344,8.229999542236328,34.529998779296875,9.84000015258789,74.06999969482422,8.289999961853027,8.420000076293945,22.350000381469727,10.609999656677246,8.640000343322754,14.5,8.4399995803833,11.739999771118164,15.729999542236328,481.2300109863281,500.0,500.0,462.6300048828125,500.0,500.0,498.739990234375,500.0,500.0,500.0,500.0,479.1700134277344,411.2999877929687,496.7200012207031,9.829999923706056,432.1799926757813,30.38999938964844,490.010009765625,20.100000381469727,500.0,453.4500122070313,8.640000343322754,500.0,358.0,8.390000343322754,8.619999885559082,8.420000076293945,407.989990234375,8.350000381469727,73.55999755859375,69.23999786376953,12.970000267028809,30.6299991607666,8.34000015258789,8.390000343322754,15.800000190734863,10.100000381469728,491.0199890136719,116.3499984741211,500.0,500.0,45.540000915527344,14.050000190734863,429.9200134277344,452.6199951171875,189.82000732421875,65.48999786376953,8.420000076293945,14.9399995803833,13.5600004196167,152.38999938964844,30.850000381469727,37.83000183105469,39.61000061035156,13.15999984741211,76.68000030517578,479.1199951171875,13.31999969482422,8.510000228881836,9.84000015258789,14.25,158.3699951171875,9.229999542236328,22.350000381469727,10.609999656677246,8.640000343322754,14.5,33.84000015258789,8.359999656677246,15.729999542236328,429.69000244140625
125,500.0,163.2899932861328,497.6300048828125,500.0,500.0,500.0,500.0,500.0,500.0,134.57000732421875,125.4000015258789,8.979999542236328,32.310001373291016,129.2100067138672,500.0,10.380000114440918,37.93000030517578,56.4900016784668,500.0,204.4900054931641,49.060001373291016,8.270000457763672,33.84000015258789,9.800000190734863,75.7699966430664,8.300000190734863,8.380000114440918,21.90999984741211,10.630000114440918,8.640000343322754,14.510000228881836,8.399999618530273,12.31999969482422,15.779999732971191,478.5899963378906,500.0,500.0,469.510009765625,500.0,500.0,498.739990234375,500.0,500.0,500.0,500.0,479.1700134277344,411.8800048828125,496.260009765625,9.479999542236328,432.5,30.0,490.7900085449219,19.979999542236328,500.0,454.1300048828125,8.760000228881836,500.0,355.510009765625,8.359999656677246,8.619999885559082,8.420000076293945,410.489990234375,8.329999923706055,73.66999816894531,69.0199966430664,12.90999984741211,30.799999237060547,8.319999694824219,8.359999656677246,15.779999732971191,10.149999618530272,491.0799865722656,114.0500030517578,500.0,500.0,44.7599983215332,14.0,430.1700134277344,455.1499938964844,196.07000732421875,66.06999969482422,8.380000114440918,14.859999656677246,13.520000457763672,153.05999755859375,30.799999237060547,38.43000030517578,39.52000045776367,13.210000038146973,75.58999633789062,477.8599853515625,13.43000030517578,8.369999885559082,9.800000190734863,14.149999618530272,159.41000366210938,9.31999969482422,21.90999984741211,10.630000114440918,8.640000343322754,14.510000228881836,33.709999084472656,8.34000015258789,15.779999732971191,428.0799865722656
126,500.0,164.1699981689453,497.25,500.0,500.0,500.0,500.0,500.0,500.0,133.86000061035156,125.30999755859376,8.979999542236328,32.33000183105469,129.25,500.0,10.369999885559082,37.9900016784668,57.40999984741211,500.0,203.0500030517578,49.40999984741211,8.270000457763672,34.560001373291016,9.75,77.88999938964844,8.300000190734863,8.390000343322754,21.469999313354492,10.630000114440918,8.640000343322754,14.670000076293944,8.40999984741211,12.4399995803833,15.8100004196167,477.3200073242187,500.0,500.0,475.239990234375,500.0,500.0,498.739990234375,500.0,500.0,500.0,500.0,479.1700134277344,412.7900085449219,496.260009765625,8.979999542236328,432.5700073242187,29.190000534057617,490.3900146484375,19.829999923706055,500.0,455.80999755859375,8.760000228881836,500.0,351.45001220703125,8.359999656677246,8.619999885559082,8.40999984741211,412.6499938964844,8.34000015258789,73.93000030517578,69.05000305175781,12.869999885559082,31.1200008392334,8.329999923706055,8.359999656677246,15.81999969482422,10.170000076293944,491.5899963378906,113.19000244140624,500.0,500.0,44.08000183105469,13.989999771118164,430.5,455.1499938964844,197.4600067138672,67.4000015258789,8.390000343322754,14.800000190734863,13.510000228881836,153.82000732421875,30.170000076293945,38.380001068115234,39.33000183105469,13.149999618530272,75.58000183105469,477.3800048828125,13.390000343322754,8.350000381469727,9.75,14.109999656677246,160.69000244140625,9.520000457763672,21.469999313354492,10.630000114440918,8.640000343322754,14.670000076293944,33.5,8.350000381469727,15.8100004196167,426.1099853515625
127,500.0,165.02000427246094,497.25,500.0,500.0,500.0,500.0,500.0,500.0,133.44000244140625,125.08000183105467,8.970000267028809,32.27000045776367,129.6199951171875,500.0,10.369999885559082,37.95000076293945,57.90999984741211,500.0,200.8699951171875,49.88999938964844,8.289999961853027,34.43000030517578,9.779999732971191,80.26000213623047,8.300000190734863,8.369999885559082,20.920000076293945,10.600000381469728,8.649999618530273,14.779999732971191,8.420000076293945,13.109999656677246,15.880000114440918,476.6400146484375,500.0,500.0,482.2799987792969,500.0,500.0,498.739990234375,500.0,500.0,500.0,500.0,479.1700134277344,413.1400146484375,496.260009765625,8.829999923706055,431.1300048828125,28.63999938964844,490.3900146484375,19.510000228881836,500.0,455.6000061035156,8.779999732971191,500.0,339.3399963378906,8.359999656677246,8.630000114440918,8.420000076293945,412.7099914550781,8.34000015258789,73.56999969482422,69.06999969482422,12.890000343322754,31.049999237060547,8.329999923706055,8.359999656677246,15.779999732971191,10.210000038146973,491.5199890136719,111.22000122070312,500.0,500.0,43.689998626708984,14.039999961853027,432.0299987792969,456.05999755859375,201.77000427246097,66.80999755859375,8.369999885559082,14.6899995803833,13.539999961853027,154.92999267578125,30.34000015258789,39.209999084472656,39.400001525878906,13.09000015258789,74.4000015258789,477.3699951171875,13.489999771118164,8.350000381469727,9.779999732971191,14.109999656677246,161.52999877929688,9.5600004196167,20.920000076293945,10.600000381469728,8.649999618530273,14.779999732971191,33.31999969482422,8.350000381469727,15.880000114440918,424.0299987792969
128,500.0,167.7100067138672,497.25,500.0,500.0,500.0,500.0,500.0,500.0,133.11000061035156,124.6999969482422,8.970000267028809,32.279998779296875,129.6199951171875,500.0,10.350000381469728,38.08000183105469,58.97999954223633,500.0,200.08999633789065,50.58000183105469,8.270000457763672,35.2599983215332,9.800000190734863,81.3499984741211,8.329999923706055,8.399999618530273,20.459999084472656,10.699999809265137,8.630000114440918,14.859999656677246,8.449999809265137,13.350000381469728,15.789999961853027,476.6300048828125,500.0,500.0,485.9100036621094,500.0,500.0,498.739990234375,500.0,500.0,500.0,500.0,479.1700134277344,414.6199951171875,496.260009765625,8.75,430.0400085449219,28.059999465942383,491.8900146484375,19.36000061035156,500.0,455.760009765625,8.829999923706055,500.0,330.1199951171875,8.399999618530273,8.619999885559082,8.430000305175781,419.44000244140625,8.34000015258789,73.36000061035156,68.88999938964844,12.970000267028809,31.63999938964844,8.329999923706055,8.399999618530273,15.899999618530272,10.260000228881836,492.05999755859375,109.93000030517578,500.0,500.0,42.86000061035156,14.119999885559082,431.8599853515625,449.1300048828125,204.72000122070312,66.77999877929688,8.399999618530273,14.649999618530272,13.56999969482422,155.89999389648438,30.239999771118164,39.0,39.4900016784668,12.989999771118164,73.55000305175781,477.3699951171875,13.4399995803833,8.350000381469727,9.800000190734863,14.170000076293944,162.1300048828125,9.579999923706056,20.459999084472656,10.699999809265137,8.630000114440918,14.859999656677246,33.2400016784668,8.350000381469727,15.789999961853027,422.0899963378906
129,500.0,170.19000244140625,497.25,500.0,500.0,500.0,500.0,500.0,500.0,132.7899932861328,124.4800033569336,8.989999771118164,32.2400016784668,129.92999267578125,500.0,10.34000015258789,38.630001068115234,59.2599983215332,500.0,195.88999938964844,50.060001373291016,8.260000228881836,36.349998474121094,9.770000457763672,81.36000061035156,8.350000381469727,8.40999984741211,19.729999542236328,10.6899995803833,8.65999984741211,14.970000267028809,8.460000038146973,13.260000228881836,15.8100004196167,475.9800109863281,500.0,500.0,488.2300109863281,500.0,500.0,499.2200012207031,500.0,500.0,500.0,500.0,479.1700134277344,414.3900146484375,496.260009765625,8.710000038146973,431.2300109863281,27.469999313354492,489.5299987792969,19.13999938964844,500.0,446.2799987792969,8.850000381469727,500.0,321.0,8.380000114440918,8.649999618530273,8.489999771118164,430.3800048828125,8.3100004196167,74.04000091552734,68.83999633789062,12.979999542236328,31.790000915527344,8.300000190734863,8.380000114440918,15.869999885559082,10.300000190734863,493.7099914550781,107.66000366210938,500.0,500.0,42.31999969482422,14.149999618530272,430.5700073242187,449.1300048828125,209.27999877929688,67.29000091552734,8.40999984741211,14.739999771118164,13.5,157.3699951171875,29.739999771118164,39.220001220703125,39.84000015258789,13.06999969482422,73.1500015258789,477.3699951171875,13.380000114440918,8.3100004196167,9.770000457763672,14.31999969482422,163.30999755859375,9.56999969482422,19.729999542236328,10.6899995803833,8.65999984741211,14.970000267028809,33.20000076293945,8.319999694824219,15.8100004196167,421.9100036621094
130,500.0,172.2899932861328,497.25,500.0,500.0,500.0,500.0,500.0,500.0,132.24000549316406,124.3499984741211,9.079999923706056,32.29999923706055,130.1999969482422,500.0,10.369999885559082,39.18000030517578,59.650001525878906,500.0,193.6499938964844,51.27000045776367,8.270000457763672,37.2599983215332,9.800000190734863,80.7699966430664,8.329999923706055,8.40999984741211,19.170000076293945,10.289999961853027,8.640000343322754,15.079999923706056,8.460000038146973,13.220000267028809,15.739999771118164,475.9800109863281,500.0,500.0,491.4200134277344,500.0,500.0,497.6300048828125,500.0,500.0,500.0,500.0,479.5299987792969,414.2900085449219,495.7000122070313,8.739999771118164,430.69000244140625,27.15999984741211,489.1400146484375,19.030000686645508,500.0,440.9599914550781,8.829999923706055,500.0,320.20001220703125,8.40999984741211,8.630000114440918,8.579999923706055,439.2099914550781,8.3100004196167,74.23999786376953,68.94000244140625,12.93000030517578,32.130001068115234,8.300000190734863,8.40999984741211,16.049999237060547,10.3100004196167,496.1600036621094,106.7699966430664,500.0,500.0,42.40999984741211,14.15999984741211,427.9200134277344,446.0199890136719,215.27000427246097,66.80000305175781,8.40999984741211,14.829999923706056,13.449999809265137,158.3699951171875,29.15999984741211,40.22999954223633,39.95000076293945,13.029999732971191,73.05000305175781,476.7200012207031,13.4399995803833,8.3100004196167,9.800000190734863,14.289999961853027,164.8699951171875,9.56999969482422,19.170000076293945,10.289999961853027,8.640000343322754,15.079999923706056,33.2599983215332,8.319999694824219,15.739999771118164,420.3699951171875
131,500.0,172.85000610351562,497.25,500.0,500.0,500.0,500.0,500.0,500.0,132.14999389648438,124.12000274658205,9.140000343322754,32.31999969482422,130.25999450683594,500.0,10.350000381469728,39.95000076293945,59.52000045776367,500.0,190.5,52.04999923706055,8.260000228881836,38.119998931884766,9.8100004196167,82.87000274658203,8.359999656677246,8.420000076293945,18.280000686645508,10.210000038146973,8.619999885559082,15.239999771118164,8.470000267028809,13.1899995803833,15.68000030517578,475.9800109863281,500.0,500.0,497.489990234375,500.0,500.0,498.4100036621094,500.0,500.0,500.0,500.0,486.1600036621094,414.3900146484375,495.6799926757813,8.710000038146973,428.5799865722656,27.059999465942383,488.69000244140625,18.790000915527344,500.0,436.4599914550781,8.880000114440918,500.0,325.9599914550781,8.399999618530273,8.609999656677246,8.640000343322754,447.4100036621094,8.3100004196167,74.30000305175781,68.22000122070312,12.93000030517578,32.43000030517578,8.300000190734863,8.399999618530273,16.15999984741211,10.329999923706056,496.69000244140625,105.0199966430664,500.0,500.0,41.79999923706055,14.140000343322754,424.0899963378906,444.0199890136719,217.86000061035156,67.30000305175781,8.420000076293945,14.800000190734863,13.420000076293944,159.4600067138672,29.420000076293945,40.86000061035156,39.93000030517578,13.0,71.88999938964844,476.1499938964844,13.4399995803833,8.3100004196167,9.8100004196167,14.229999542236328,165.99000549316406,9.539999961853027,18.280000686645508,10.210000038146973,8.619999885559082,15.239999771118164,32.959999084472656,8.3100004196167,15.68000030517578,418.9800109863281
132,500.0,173.57000732421875,497.25,500.0,500.0,500.0,500.0,500.0,500.0,132.1199951171875,123.8000030517578,9.18000030517578,32.31999969482422,130.19000244140625,500.0,10.350000381469728,40.11000061035156,59.459999084472656,500.0,186.3999938964844,52.86000061035156,8.260000228881836,37.59000015258789,9.789999961853027,82.12999725341797,8.380000114440918,8.4399995803833,18.040000915527344,10.010000228881836,8.619999885559082,15.300000190734863,8.489999771118164,13.170000076293944,15.649999618530272,473.55999755859375,500.0,500.0,498.4700012207031,500.0,500.0,498.4100036621094,500.0,500.0,500.0,500.0,492.1300048828125,413.3699951171875,495.2200012207031,8.710000038146973,428.7000122070313,25.579999923706055,486.3299865722656,18.1299991607666,500.0,432.5299987792969,8.890000343322754,500.0,332.20001220703125,8.399999618530273,8.609999656677246,8.680000305175781,455.0799865722656,8.300000190734863,74.20999908447266,68.19000244140625,13.0,32.470001220703125,8.289999961853027,8.399999618530273,16.260000228881836,10.359999656677246,496.8399963378906,104.73999786376952,500.0,500.0,41.380001068115234,14.119999885559082,421.4599914550781,442.2799987792969,219.47000122070312,67.87000274658203,8.4399995803833,14.720000267028809,13.359999656677246,160.44000244140625,28.670000076293945,41.400001525878906,39.88999938964844,12.93000030517578,70.95999908447266,475.1700134277344,13.510000228881836,8.300000190734863,9.789999961853027,14.270000457763672,167.0399932861328,9.510000228881836,18.040000915527344,10.010000228881836,8.619999885559082,15.300000190734863,32.619998931884766,8.300000190734863,15.649999618530272,420.7799987792969
